request_id,created_at,status_code,time_to_first_token,time_to_completion,model,api_key_id,project_id,input_tokens,input_non_cached_tokens,input_cached_tokens,input_audio_seconds,output_tokens
req_01kj0g6337eexb4ec2r5e79m28,1771690986599,200,0.045161,0.072485,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,86,86,0,0,6
req_01kj0g62w1eac8dn8t5mt3s3wr,1771690986369,200,0.162635,0.171373,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,83,83,0,0,2
req_01kj0g62rme7hsm6g0qrdz5bxh,1771690986260,200,0.018803,0.02787,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,85,85,0,0,3
req_01kj0fgaarfdnbd2f5xdc2k5xz,1771690273112,200,0.135481,0.241032,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,616,616,0,0,32
req_01kj0fftt6e72b883a9tttjndm,1771690257222,200,0.185251,0.207792,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,243,243,0,0,16
req_01kj0ffsy8e6yrpj43xrehkghh,1771690256328,200,0.146367,0.166137,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,629,629,0,0,4
req_01kj0ff7ncfmarmmf0fjxyff9r,1771690237612,200,0.212322,0.438597,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,717,717,0,0,60
req_01kj0fedvhfh9azeebwkp93gd4,1771690211185,200,0.260882,0.469767,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,881,881,0,0,67
req_01kj0fdg3jfx7s2r2ytnemn3ma,1771690180722,200,0.088284,0.112263,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,261,261,0,0,16
req_01kj0fdes5fx2vvs0y1x2yrc54,1771690179365,200,0.186567,0.628977,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,904,904,0,0,103
req_01kj0fba2hfrs93cpr5jdaxg88,1771690109009,200,0.232047,0.369297,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,614,614,0,0,37
req_01kj0fagwdf699trzd8p211d7t,1771690083213,200,0.20461,0.33106,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,604,604,0,0,35
req_01kj0f9rnjfg48s5t19kj6b3km,1771690058418,200,0.186591,0.210517,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,242,242,0,0,16
req_01kj0f9qr0fk7sy9jbg2xd2812,1771690057472,200,0.201669,0.211914,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,581,581,0,0,4
req_01kj0f92wcfdnaywmz5pkakn1b,1771690036108,200,0.134038,0.462985,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,735,735,0,0,76
req_01kj0f7revf84rr9d4fax51rw3,1771689992667,200,0.21413,0.338148,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,774,774,0,0,29
req_01kj0dt6g1ey2skf6b964gtxaq,1771688499713,200,0.104628,0.128608,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,240,240,0,0,16
req_01kj0dt575f32tf2ptkek138q5,1771688498405,200,0.186088,0.585342,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,750,750,0,0,98
req_01kj0dqs71ez9adeggvgwjjrw6,1771688420577,200,0.21917,0.599348,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,755,755,0,0,105
req_01kj0dpzjbecdb9a26ym41q5v9,1771688394315,200,0.243939,0.641417,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,1050,1050,0,0,99
req_01khyqnarpeyp9wgjqzay2vyrv,1771631717142,200,0.210678,0.240886,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,245,245,0,0,16
req_01khyqn95jeydsc7g1xz7r8pwb,1771631715506,200,0.48244,0.765991,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,678,678,0,0,73
req_01khyqktqefgptsg9dqyfknqcx,1771631667950,200,0.196944,0.577647,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,468,468,0,0,101
req_01khyqjg1qfbsvekx3xpvp1kvk,1771631624247,200,0.203809,0.516642,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,455,455,0,0,91
req_01khxv82gwfpf9t271zgc3qa2s,1771601922588,200,0.188065,0.219818,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,246,246,0,0,16
req_01khxv81kwefwtnadpmrvjhe97,1771601921660,200,0.121195,0.217315,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,385,385,0,0,22
req_01khxv74gbeemtr9353hgcabrf,1771601891851,200,0.110571,0.215793,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,476,476,0,0,20
req_01khxv6j2zf8msz0w17bfh87gb,1771601872991,200,0.194703,0.293139,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,390,390,0,0,23
req_01khxv59q6ef49zqzpq1c0skzh,1771601831654,200,0.195491,0.219625,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,246,246,0,0,16
req_01khxv58pgef49xrefztyferk4,1771601830608,200,0.205844,0.302471,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,352,352,0,0,17
req_01khxtva6re3988851y6n6x0w9,1771601504472,200,0.234521,0.243886,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,325,325,0,0,3
req_01khxtt3npewjaamtf20p4vdzg,1771601465014,200,0.203851,0.297834,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,449,449,0,0,18
req_01khxts43yefdaaqgt584f72dh,1771601432702,200,0.129029,0.153135,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,241,241,0,0,16
req_01khxts35yed9amc27xx6ye619,1771601431742,200,0.127417,0.143977,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,573,573,0,0,3
req_01khxtrn0sf9qbvaw76dgrahxf,1771601417241,200,0.275893,0.31931,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,482,482,0,0,9
req_01khw791d3f5ebdysmr39ya136,1771547428259,200,0.201725,0.345124,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,529,529,0,0,27
req_01khw78ajnf4m8kgdvyd4et35d,1771547404885,200,0.101813,0.125288,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,245,245,0,0,16
req_01khw789g3fwprzbnnv8gv10qe,1771547403779,200,0.233879,0.3772,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,528,528,0,0,23
req_01khw77frgf3btjb9e2s1hx3we,1771547377424,200,0.132306,0.279879,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,549,549,0,0,30
req_01khw74frwew8b0rgqvq1014jm,1771547279132,200,0.22703,0.357826,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,918,918,0,0,28
req_01khw71kebfcfb15ax04zbmnr7,1771547184587,200,0.199701,0.224779,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,246,246,0,0,16
req_01khw71jdtev998hqrptg04s5d,1771547183546,200,0.210013,0.258321,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,504,504,0,0,12
req_01khw5egtcen2vz777fernx3nd,1771545510732,200,0.20976,0.332144,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,463,463,0,0,25
req_01khw5bn8zeg49cmp69wc3mrhm,1771545416991,200,0.191885,0.307165,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,339,339,0,0,17
req_01khw598n4fwcv6kqnd2xe1fsk,1771545338532,200,0.185945,0.207716,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,241,241,0,0,16
req_01khw597v3ezqtgzn28hm8m8a5,1771545337699,200,0.094791,0.105157,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,509,509,0,0,4
req_01khw5899qftkb1gkden7qgypn,1771545306423,200,0.091412,0.106918,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,432,432,0,0,3
req_01khw580rnfrb9cnxwwrg2672t,1771545297685,200,0.210321,0.218705,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,568,568,0,0,3
req_01khw56jx0e869ce43czenfg6b,1771545250720,200,0.089594,0.113834,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,242,242,0,0,16
req_01khw56hykegvv520j1yr8d4p8,1771545249747,200,0.215277,0.230034,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,387,387,0,0,4
req_01khw54wczfmsvr6gabzx8f1fq,1771545194911,200,0.146726,0.240564,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,509,509,0,0,18
req_01khw33d5je02tmp53a19mhdjm,1771543049394,200,0.153513,0.339295,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,759,759,0,0,33
req_01khw30bxzfsm9r78qb0fyev8x,1771542949823,200,0.187248,0.209012,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,260,260,0,0,17
req_01khw30b1sfsjvb90gdgph0wg3,1771542948921,200,0.128669,0.175404,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,738,738,0,0,15
req_01khw2xyxdfk3b00rd408a7shh,1771542870957,200,0.204984,0.287359,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,607,607,0,0,15
req_01khw2w7yyec4s4bptnd2p3778,1771542814686,200,0.112185,0.112603,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,455,455,0,0,4
req_01khw2vt2hfpnvvv76844fzezr,1771542800465,200,0.185856,0.205436,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,241,241,0,0,16
req_01khw2vs4yffx86my36henewme,1771542799518,200,0.192741,0.203465,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,387,387,0,0,3
req_01khw2v3bwe0991491t42z16vj,1771542777212,200,0.198743,0.309793,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,506,506,0,0,27
req_01khw2tn61fe9vt93yqytv5fm3,1771542762689,200,0.201731,0.29017,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,542,542,0,0,22
req_01khw2stx5fd2bq6w13vwa6fgz,1771542735781,200,0.187216,0.210875,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,254,254,0,0,16
req_01khw2ssv5fjts8186g8a85ke4,1771542734693,200,0.206059,0.336354,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,530,530,0,0,27
req_01khw2qvvvf9xaww661w66ncy0,1771542671227,200,0.121911,0.242253,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,551,551,0,0,26
req_01khw2na6rfpstkg31tee6cctq,1771542587608,200,0.093248,0.175181,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,388,388,0,0,28
req_01khw2m80xf3g9e7f9trsf5t7e,1771542552605,200,0.138024,0.159173,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,240,240,0,0,16
req_01khw2m71afmms9f3thartey0p,1771542551594,200,0.141498,0.225694,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,357,357,0,0,19
req_01khvyvpw9e9x8y1t55m8r905k,1771538602889,200,0.052521,0.169114,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,409,409,0,0,28
req_01khvxwbmqf8hs7hhak4qm6pk8,1771537575575,200,0.054316,0.07694,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,249,249,0,0,16
req_01khvxvrrhe58a5652t33dkkj2,1771537556241,200,0.057478,0.079569,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,249,249,0,0,16
req_01khvxj8e1f8mv2m02e26wbyc1,1771537244609,200,0.073859,0.299643,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,358,358,0,0,40
req_01khvxj81cfw2arj16jp1dp3yp,1771537244204,200,0.074034,0.315205,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,264,264,0,0,46
req_01khvxhq6aeny91k3nrhppq98b,1771537226954,200,0.052947,0.118647,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,247,247,0,0,19
req_01khvxhq2af0e8f0bmb7p24bt6,1771537226826,200,0.066271,0.089579,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,252,252,0,0,16
req_01khvxhpxdfmw996xee6anp4w8,1771537226669,200,0.072757,0.118641,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,255,255,0,0,26
req_01khvxhppzenr8gpkf177tzb75,1771537226463,200,0.124271,0.165602,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,252,252,0,0,19
req_01khvwzhatepyv83j12yc5qv63,1771536631130,413,0,0.008728,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,0,0,0,0,0,"{\"code\":\"rate_limit_exceeded\",\"message\":\"Request too large for model `llama-3.3-70b-versatile` in organization `org_01kcqq8qn1f1nsp9qjp2zs0kjv` service tier `on_demand` on tokens per minute (TPM): Limit 12000, Requested 15555, please reduce your message size and try again. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing\",\"param\":\"\",\"type\":\"tokens\"}"
req_01khvwnp9yfq1v9x5a43m6506v,1771536308542,413,0,0.015363,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,0,0,0,0,0,"{\"code\":\"rate_limit_exceeded\",\"message\":\"Request too large for model `llama-3.3-70b-versatile` in organization `org_01kcqq8qn1f1nsp9qjp2zs0kjv` service tier `on_demand` on tokens per minute (TPM): Limit 12000, Requested 21597, please reduce your message size and try again. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing\",\"param\":\"\",\"type\":\"tokens\"}"
